Order_ID,Origin_City,Destination_City,Distance_km,Vehicle_Type,Delivery_Mode,Weather,Expected_Delivery_Days,Actual_Delivery_Days,Warehouse_ID,Warehouse_Region,Warehouse_Capacity,Warehouse_Handles_Fragile,Warehouse_Cold_Storage,Product_Name,Product_Category,Weight_kg,Stock_Quantity,Reorder_Level,In_Stock,Low_Stock_Alert,Packaging_Type,Packaging_Cost_LKR,Fragile,Requires_Cold_Storage,Total_Cost_LKR,Order_Date,Delivery_Status,On_Time
SL00630,Gampaha,Chilaw,75,Three Wheeler,Standard,Stormy,2,3,WH002,Western,6000,Yes,No,Frozen Food Pack,Groceries,15.0,15,100,Yes,Yes,Insulated box,400,No,Yes,3010.0,2025-05-19,Delayed,0
SL00631,Negombo,Kilinochchi,326,Van,Standard,Foggy,3,6,WH010,Western,4000,Yes,Yes,Washing Machine,Appliances,40.0,243,25,Yes,No,Wooden crate,1200,No,No,10450.0,2024-05-02,Delayed,0
SL00632,Matara,Kilinochchi,499,Van,Same-Day,Cloudy,2,2,WH009,Southern,3000,Yes,No,Air Conditioner,Appliances,45.0,1,20,Yes,Yes,Wooden crate,1200,No,No,24450.0,2024-05-18,Delivered,1
SL00633,Kandy,Galle,225,Van,Standard,Cloudy,2,2,WH003,Central,5000,Yes,Yes,Air Conditioner,Appliances,45.0,202,10,Yes,No,Wooden crate,1200,No,No,7870.0,2024-03-19,Delivered,1
SL00634,Galle,Chilaw,232,Motorbike,Express,Clear,1,1,WH004,Southern,4500,Yes,No,Documents Package,Documents,0.5,105,50,Yes,No,Padded envelope,150,No,No,8220.0,2024-11-04,Delivered,1
SL00635,Kurunegala,Jaffna,317,Three Wheeler,Standard,Rainy,3,3,WH006,North Western,4000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,0,50,No,Yes,Insulated box,400,No,Yes,8310.0,2025-05-11,Delivered,1
SL00636,Kurunegala,Anuradhapura,110,Three Wheeler,Same-Day,Rainy,1,1,WH006,North Western,4000,Yes,No,Cotton Clothing Bale,Clothing,8.0,4,20,Yes,Yes,Poly mailer bag,120,No,No,5660.0,2025-06-22,Delivered,1
SL00637,Matara,Monaragala,176,Lorry,Same-Day,Stormy,1,2,WH009,Southern,3000,Yes,No,Furniture Set,Furniture,80.0,59,10,Yes,No,Corner guards and blankets,700,No,No,13340.0,2024-11-15,Delivered,0
SL00638,Kandy,Kalutara,140,Van,Standard,Rainy,2,2,WH003,Central,5000,Yes,Yes,Air Conditioner,Appliances,45.0,34,100,Yes,Yes,Wooden crate,1200,No,No,5980.0,2024-05-25,Delivered,1
SL00639,Jaffna,Anuradhapura,195,Motorbike,Express,Rainy,1,1,WH005,Northern,3500,No,No,Medicine Pack,Pharmacy,0.5,237,100,Yes,No,Sealed insulated pack,500,No,Yes,7300.0,2024-03-20,Failed,0
SL00640,Batticaloa,Hambantota,245,Lorry,Same-Day,Rainy,1,1,WH008,Eastern,2500,No,No,Refrigerator,Appliances,55.0,13,100,Yes,Yes,Wooden crate,1200,No,No,15250.0,2025-04-25,Delivered,1
SL00641,Jaffna,Kandy,335,Motorbike,Same-Day,Cloudy,2,2,WH005,Northern,3500,No,No,Laptop,Electronics,2.5,69,10,Yes,No,Anti-static box with foam,600,Yes,No,14110.0,2024-07-23,Delivered,1
SL00642,Kurunegala,Colombo,95,Van,Same-Day,Rainy,1,1,WH006,North Western,4000,Yes,No,Dining Table,Furniture,35.0,162,50,Yes,No,Corner guards and blankets,700,No,No,7130.0,2025-05-27,Delivered,1
SL00643,Matara,Polonnaruwa,295,Motorbike,Same-Day,Clear,1,1,WH009,Southern,3000,Yes,No,Medicine Pack,Pharmacy,0.5,27,50,Yes,Yes,Sealed insulated pack,500,No,Yes,13270.0,2024-10-15,Delivered,1
SL00644,Matara,Colombo,160,Van,Same-Day,Rainy,1,1,WH009,Southern,3000,Yes,No,Dining Table,Furniture,35.0,382,40,Yes,No,Corner guards and blankets,700,No,No,10150.0,2024-07-08,Delivered,1
SL00645,Gampaha,Anuradhapura,185,Van,Standard,Stormy,2,2,WH002,Western,6000,Yes,No,Auto Spare Parts,Auto Parts,25.0,283,20,Yes,No,Reinforced carton,450,No,No,6140.0,2024-05-06,Delivered,1
SL00646,Gampaha,Puttalam,137,Van,Express,Stormy,1,2,WH002,Western,6000,Yes,No,Auto Spare Parts,Auto Parts,25.0,380,25,Yes,No,Reinforced carton,450,No,No,6010.0,2025-05-20,Delivered,0
SL00647,Anuradhapura,Ratnapura,235,Motorbike,Economy,Foggy,4,4,WH007,North Central,3000,No,No,Laptop,Electronics,2.5,371,40,Yes,No,Anti-static box with foam,600,Yes,No,4950.0,2025-03-14,Delivered,1
SL00648,Gampaha,Kalutara,73,Three Wheeler,Standard,Rainy,2,2,WH002,Western,6000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,0,100,No,Yes,Bubble wrap and double box,850,Yes,No,3070.0,2025-02-09,Delivered,1
SL00649,Matara,Dambulla,276,Van,Same-Day,Clear,1,1,WH009,Southern,3000,Yes,No,Auto Spare Parts,Auto Parts,25.0,7,100,Yes,Yes,Reinforced carton,450,No,No,14530.0,2024-06-21,Delivered,1
SL00650,Kurunegala,Trincomalee,199,Van,Standard,Rainy,2,2,WH006,North Western,4000,Yes,No,Washing Machine,Appliances,40.0,226,10,Yes,No,Wooden crate,1200,No,No,7700.0,2025-05-26,Delivered,1
SL00651,Negombo,Polonnaruwa,196,Three Wheeler,Standard,Stormy,2,3,WH010,Western,4000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,361,50,Yes,No,Insulated box,400,No,Yes,5780.0,2024-05-30,Delivered,0
SL00652,Gampaha,Jaffna,371,Van,Standard,Stormy,3,3,WH002,Western,6000,Yes,No,Auto Spare Parts,Auto Parts,25.0,341,20,Yes,No,Reinforced carton,450,No,No,9270.0,2024-03-10,Delivered,1
SL00653,Colombo,Trincomalee,260,Three Wheeler,Economy,Foggy,4,7,WH001,Western,10000,Yes,Yes,Frozen Food Pack,Groceries,15.0,98,25,Yes,No,Insulated box,400,No,Yes,5360.0,2025-06-16,Delayed,0
SL00654,Batticaloa,Trincomalee,135,Three Wheeler,Standard,Stormy,2,3,WH008,Eastern,2500,No,No,Frozen Food Pack,Groceries,15.0,153,50,Yes,No,Insulated box,400,No,Yes,4260.0,2024-01-19,Delivered,0
SL00655,Anuradhapura,Jaffna,195,Three Wheeler,Economy,Stormy,4,4,WH007,North Central,3000,No,No,LED Television,Electronics,15.0,212,40,Yes,No,Anti-static box with foam,600,Yes,No,4530.0,2024-11-06,Delivered,1
SL00656,Batticaloa,Hambantota,245,Van,Express,Cloudy,1,1,WH008,Eastern,2500,No,No,Dining Table,Furniture,35.0,269,10,Yes,No,Corner guards and blankets,700,No,No,10740.0,2025-07-21,Delivered,1
SL00657,Negombo,Gampaha,27,Lorry,Economy,Foggy,4,4,WH010,Western,4000,Yes,Yes,Furniture Set,Furniture,80.0,279,10,Yes,No,Corner guards and blankets,700,No,No,3740.0,2025-01-21,Delivered,1
SL00658,Jaffna,Badulla,413,Van,Same-Day,Clear,2,2,WH005,Northern,3500,No,No,Air Conditioner,Appliances,45.0,85,25,Yes,No,Wooden crate,1200,No,No,22050.0,2025-08-20,Delivered,1
SL00659,Kurunegala,Vavuniya,183,Lorry,Same-Day,Stormy,1,1,WH006,North Western,4000,Yes,No,Refrigerator,Appliances,55.0,202,40,Yes,No,Wooden crate,1200,No,No,12130.0,2024-08-28,Delivered,1
SL00660,Negombo,Galle,179,Three Wheeler,Same-Day,Cloudy,1,1,WH010,Western,4000,Yes,Yes,Books Bundle,Books,10.0,3,10,Yes,Yes,Corrugated box,200,No,No,8340.0,2025-04-16,Delivered,1
SL00661,Negombo,Puttalam,95,Three Wheeler,Economy,Cloudy,4,4,WH010,Western,4000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,0,40,No,Yes,Poly mailer bag,120,No,No,2130.0,2024-11-20,Delivered,1
SL00662,Negombo,Vavuniya,241,Motorbike,Standard,Foggy,2,5,WH010,Western,4000,Yes,Yes,Glass Vase Set,Fragile Items,4.0,8,10,Yes,Yes,Bubble wrap and double box,850,Yes,No,6650.0,2024-12-13,Delayed,0
SL00663,Negombo,Ratnapura,111,Van,Standard,Stormy,2,2,WH010,Western,4000,Yes,Yes,Dining Table,Furniture,35.0,345,10,Yes,No,Corner guards and blankets,700,No,No,4560.0,2024-10-31,Delivered,1
SL00664,Galle,Kegalle,177,Motorbike,Same-Day,Foggy,1,1,WH004,Southern,4500,Yes,No,Glass Vase Set,Fragile Items,4.0,6,25,Yes,Yes,Bubble wrap and double box,850,Yes,No,8780.0,2025-03-13,Delivered,1
SL00665,Kurunegala,Galle,212,Three Wheeler,Standard,Foggy,2,2,WH006,North Western,4000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,241,100,Yes,No,Bubble wrap and double box,850,Yes,No,6010.0,2024-09-14,Delivered,1
SL00666,Batticaloa,Dambulla,151,Motorbike,Express,Clear,1,1,WH008,Eastern,2500,No,No,Documents Package,Documents,0.5,284,20,Yes,No,Padded envelope,150,No,No,5300.0,2025-04-23,Delivered,1
SL00667,Matara,Kegalle,189,Three Wheeler,Economy,Foggy,4,4,WH009,Southern,3000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,50,50,Yes,Yes,Insulated box,400,No,Yes,4350.0,2024-06-03,Delivered,1
SL00668,Anuradhapura,Hambantota,332,Three Wheeler,Standard,Clear,3,3,WH007,North Central,3000,No,No,Books Bundle,Books,10.0,231,25,Yes,No,Corrugated box,200,No,No,8400.0,2024-09-19,Delivered,1
SL00669,Anuradhapura,Matara,341,Motorbike,Same-Day,Rainy,2,2,WH007,North Central,3000,No,No,Medicine Pack,Pharmacy,0.5,4,25,Yes,Yes,Sealed insulated pack,500,No,Yes,14690.0,2025-03-22,Delivered,1
SL00670,Colombo,Batticaloa,310,Three Wheeler,Express,Cloudy,2,5,WH001,Western,10000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,5,25,Yes,Yes,Poly mailer bag,120,No,No,10110.0,2024-02-13,Delayed,0
SL00671,Colombo,Galle,120,Three Wheeler,Same-Day,Cloudy,1,1,WH001,Western,10000,Yes,Yes,Frozen Food Pack,Groceries,15.0,52,40,Yes,No,Insulated box,400,No,Yes,6860.0,2024-04-02,Delivered,1
SL00672,Kandy,Matara,194,Motorbike,Same-Day,Foggy,1,5,WH003,Central,5000,Yes,Yes,Glass Vase Set,Fragile Items,4.0,81,50,Yes,No,Bubble wrap and double box,850,Yes,No,9980.0,2024-09-14,Delayed,0
SL00673,Gampaha,Batticaloa,261,Three Wheeler,Same-Day,Cloudy,1,1,WH002,Western,6000,Yes,No,Frozen Food Pack,Groceries,15.0,319,100,Yes,No,Insulated box,400,No,Yes,12870.0,2024-08-29,Delivered,1
SL00674,Galle,Anuradhapura,330,Three Wheeler,Same-Day,Rainy,2,2,WH004,Southern,4500,Yes,No,Cotton Clothing Bale,Clothing,8.0,160,40,Yes,No,Poly mailer bag,120,No,No,13880.0,2024-02-27,Delivered,1
SL00675,Matara,Nuwara Eliya,151,Three Wheeler,Same-Day,Cloudy,1,1,WH009,Southern,3000,Yes,No,Frozen Food Pack,Groceries,15.0,263,100,Yes,No,Insulated box,400,No,Yes,8450.0,2024-05-28,Delivered,1
SL00676,Batticaloa,Monaragala,132,Van,Standard,Cloudy,2,2,WH008,Eastern,2500,No,No,Air Conditioner,Appliances,45.0,0,50,No,Yes,Wooden crate,1200,No,No,6320.0,2024-02-25,Delivered,1
SL00677,Jaffna,Ampara,415,Motorbike,Economy,Cloudy,5,6,WH005,Northern,3500,No,No,Medicine Pack,Pharmacy,0.5,378,25,Yes,No,Sealed insulated pack,500,No,Yes,8180.0,2024-08-30,Delayed,0
SL00678,Anuradhapura,Colombo,205,Van,Economy,Cloudy,4,4,WH007,North Central,3000,No,No,Auto Spare Parts,Auto Parts,25.0,140,25,Yes,No,Reinforced carton,450,No,No,5300.0,2024-06-13,Delivered,1
SL00679,Kurunegala,Chilaw,81,Van,Economy,Clear,4,4,WH006,North Western,4000,Yes,No,Auto Spare Parts,Auto Parts,25.0,61,40,Yes,No,Reinforced carton,450,No,No,2940.0,2024-12-06,Delivered,1
SL00680,Gampaha,Anuradhapura,185,Three Wheeler,Standard,Foggy,2,6,WH002,Western,6000,Yes,No,Cotton Clothing Bale,Clothing,8.0,7,50,Yes,Yes,Poly mailer bag,120,No,No,4790.0,2024-01-29,Delayed,0
SL00681,Kandy,Chilaw,126,Three Wheeler,Economy,Rainy,4,6,WH003,Central,5000,Yes,Yes,LED Television,Electronics,15.0,0,20,No,Yes,Anti-static box with foam,600,Yes,No,3420.0,2024-03-25,Delayed,0
SL00682,Kandy,Matara,194,Motorbike,Express,Foggy,1,2,WH003,Central,5000,Yes,Yes,Laptop,Electronics,2.5,183,40,Yes,No,Anti-static box with foam,600,Yes,No,6820.0,2024-06-26,Delivered,0
SL00683,Jaffna,Batticaloa,369,Motorbike,Same-Day,Stormy,2,2,WH005,Northern,3500,No,No,Mobile Phone,Electronics,0.3,221,40,Yes,No,Anti-static box with foam,600,Yes,No,16920.0,2025-07-25,Delivered,1
SL00684,Gampaha,Hambantota,214,Motorbike,Express,Cloudy,1,1,WH002,Western,6000,Yes,No,Medicine Pack,Pharmacy,0.5,106,10,Yes,No,Sealed insulated pack,500,No,Yes,7740.0,2024-09-23,Delivered,1
SL00685,Gampaha,Badulla,154,Three Wheeler,Express,Foggy,1,2,WH002,Western,6000,Yes,No,Office Chair,Furniture,12.0,12,50,Yes,Yes,Corner guards and blankets,700,No,No,6900.0,2025-05-21,Delivered,0
SL00686,Galle,Monaragala,202,Motorbike,Express,Rainy,1,1,WH004,Southern,4500,Yes,No,Laptop,Electronics,2.5,156,25,Yes,No,Anti-static box with foam,600,Yes,No,7430.0,2024-05-13,Failed,0
SL00687,Galle,Kegalle,177,Three Wheeler,Express,Cloudy,1,1,WH004,Southern,4500,Yes,No,Cotton Clothing Bale,Clothing,8.0,116,40,Yes,No,Poly mailer bag,120,No,No,6370.0,2024-05-29,Delivered,1
SL00688,Jaffna,Kurunegala,317,Lorry,Express,Foggy,2,3,WH005,Northern,3500,No,No,Refrigerator,Appliances,55.0,147,25,Yes,No,Wooden crate,1200,No,No,14140.0,2024-01-11,Delivered,0
SL00689,Kandy,Badulla,130,Three Wheeler,Economy,Rainy,4,4,WH003,Central,5000,Yes,Yes,Frozen Food Pack,Groceries,15.0,382,40,Yes,No,Insulated box,400,No,Yes,3430.0,2024-03-15,Failed,0
SL00690,Matara,Kandy,194,Motorbike,Same-Day,Cloudy,1,1,WH009,Southern,3000,Yes,No,Laptop,Electronics,2.5,261,25,Yes,No,Anti-static box with foam,600,Yes,No,9620.0,2024-02-16,Delivered,1
SL00691,Jaffna,Puttalam,237,Lorry,Economy,Cloudy,4,4,WH005,Northern,3500,No,No,Refrigerator,Appliances,55.0,363,25,Yes,No,Wooden crate,1200,No,No,7690.0,2025-07-26,Delivered,1
SL00692,Negombo,Trincomalee,279,Three Wheeler,Standard,Rainy,2,2,WH010,Western,4000,Yes,Yes,LED Television,Electronics,15.0,193,40,Yes,No,Anti-static box with foam,600,Yes,No,7200.0,2025-06-27,Delivered,1
SL00693,Kandy,Kurunegala,42,Three Wheeler,Same-Day,Cloudy,1,1,WH003,Central,5000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,0,20,No,Yes,Poly mailer bag,120,No,No,3000.0,2024-10-14,Delivered,1
SL00694,Anuradhapura,Ratnapura,235,Van,Standard,Foggy,2,2,WH007,North Central,3000,No,No,Air Conditioner,Appliances,45.0,155,50,Yes,No,Wooden crate,1200,No,No,7940.0,2025-05-18,Delivered,1
SL00695,Matara,Dambulla,276,Three Wheeler,Economy,Clear,4,4,WH009,Southern,3000,Yes,No,Office Chair,Furniture,12.0,1,20,Yes,Yes,Corner guards and blankets,700,No,No,5800.0,2024-09-23,Delivered,1
SL00696,Batticaloa,Hambantota,245,Van,Same-Day,Stormy,1,4,WH008,Eastern,2500,No,No,Dining Table,Furniture,35.0,0,25,No,Yes,Corner guards and blankets,700,No,No,13270.0,2024-05-31,Delayed,0
SL00697,Kurunegala,Galle,212,Motorbike,Express,Cloudy,1,1,WH006,North Western,4000,Yes,No,Laptop,Electronics,2.5,3,100,Yes,Yes,Anti-static box with foam,600,Yes,No,8100.0,2025-07-30,Delivered,1
SL00698,Negombo,Colombo,38,Three Wheeler,Express,Stormy,1,3,WH010,Western,4000,Yes,Yes,Ceramic Dinnerware Set,Fragile Items,6.0,146,40,Yes,No,Bubble wrap and double box,850,Yes,No,2580.0,2024-05-04,Delayed,0
SL00699,Kurunegala,Polonnaruwa,112,Motorbike,Same-Day,Cloudy,1,4,WH006,North Western,4000,Yes,No,Glass Vase Set,Fragile Items,4.0,2,40,Yes,Yes,Bubble wrap and double box,850,Yes,No,6120.0,2024-10-02,Delayed,0
SL00700,Kurunegala,Kandy,42,Lorry,Economy,Cloudy,4,4,WH006,North Western,4000,Yes,No,Refrigerator,Appliances,55.0,395,50,Yes,No,Wooden crate,1200,No,No,3610.0,2024-02-19,Delivered,1
SL00701,Kurunegala,Kandy,42,Three Wheeler,Same-Day,Foggy,1,1,WH006,North Western,4000,Yes,No,Books Bundle,Books,10.0,215,10,Yes,No,Corrugated box,200,No,No,2950.0,2025-02-12,Delivered,1
SL00702,Colombo,Batticaloa,310,Van,Express,Stormy,2,3,WH001,Western,10000,Yes,Yes,Washing Machine,Appliances,40.0,165,100,Yes,No,Wooden crate,1200,No,No,12620.0,2024-11-01,Failed,0
SL00703,Anuradhapura,Kilinochchi,157,Three Wheeler,Standard,Foggy,2,2,WH007,North Central,3000,No,No,Frozen Food Pack,Groceries,15.0,11,10,Yes,No,Insulated box,400,No,Yes,4720.0,2025-02-01,Delivered,1
SL00704,Jaffna,Polonnaruwa,285,Three Wheeler,Economy,Clear,4,4,WH005,Northern,3500,No,No,Frozen Food Pack,Groceries,15.0,208,50,Yes,No,Insulated box,400,No,Yes,6080.0,2025-03-12,Delivered,1
SL00705,Colombo,Puttalam,130,Van,Standard,Stormy,2,4,WH001,Western,10000,Yes,Yes,Washing Machine,Appliances,40.0,351,100,Yes,No,Wooden crate,1200,No,No,5840.0,2025-06-21,Delayed,0
SL00706,Jaffna,Kalutara,445,Van,Economy,Clear,5,5,WH005,Northern,3500,No,No,Washing Machine,Appliances,40.0,264,25,Yes,No,Wooden crate,1200,No,No,11200.0,2024-11-03,Delivered,1
SL00707,Matara,Hambantota,75,Motorbike,Standard,Foggy,2,2,WH009,Southern,3000,Yes,No,Medicine Pack,Pharmacy,0.5,0,10,No,Yes,Sealed insulated pack,500,No,Yes,2500.0,2025-02-26,Delivered,1
SL00708,Batticaloa,Dambulla,151,Motorbike,Standard,Cloudy,2,2,WH008,Eastern,2500,No,No,Laptop,Electronics,2.5,61,50,Yes,No,Anti-static box with foam,600,Yes,No,4120.0,2025-04-18,Delivered,1
SL00709,Kandy,Vavuniya,211,Van,Same-Day,Clear,1,1,WH003,Central,5000,Yes,Yes,Dining Table,Furniture,35.0,380,25,Yes,No,Corner guards and blankets,700,No,No,12060.0,2025-04-10,Delivered,1
SL00710,Negombo,Kurunegala,84,Van,Standard,Rainy,2,2,WH010,Western,4000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,60,100,Yes,Yes,Reinforced carton,450,No,No,3390.0,2024-04-18,Delivered,1
SL00711,Matara,Colombo,160,Three Wheeler,Same-Day,Stormy,1,1,WH009,Southern,3000,Yes,No,Cotton Clothing Bale,Clothing,8.0,3,100,Yes,Yes,Poly mailer bag,120,No,No,7480.0,2025-05-13,Delivered,1
SL00712,Negombo,Kegalle,73,Three Wheeler,Standard,Stormy,2,2,WH010,Western,4000,Yes,Yes,Books Bundle,Books,10.0,64,20,Yes,No,Corrugated box,200,No,No,2350.0,2024-01-17,Delivered,1
SL00713,Colombo,Batticaloa,310,Three Wheeler,Economy,Rainy,5,5,WH001,Western,10000,Yes,Yes,Ceramic Dinnerware Set,Fragile Items,6.0,243,100,Yes,No,Bubble wrap and double box,850,Yes,No,6490.0,2024-11-04,Delivered,1
SL00714,Kandy,Gampaha,96,Van,Economy,Clear,4,4,WH003,Central,5000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,15,20,Yes,Yes,Reinforced carton,450,No,No,3200.0,2025-05-11,Failed,0
SL00715,Colombo,Kalutara,42,Three Wheeler,Express,Rainy,1,1,WH001,Western,10000,Yes,Yes,Frozen Food Pack,Groceries,15.0,220,10,Yes,No,Insulated box,400,No,Yes,2680.0,2025-03-18,Delivered,1
SL00716,Batticaloa,Kilinochchi,305,Three Wheeler,Standard,Clear,3,3,WH008,Eastern,2500,No,No,Cotton Clothing Bale,Clothing,8.0,268,50,Yes,No,Poly mailer bag,120,No,No,7720.0,2025-05-14,Delivered,1
SL00717,Colombo,Puttalam,130,Motorbike,Same-Day,Stormy,1,2,WH001,Western,10000,Yes,Yes,Medicine Pack,Pharmacy,0.5,303,10,Yes,No,Sealed insulated pack,500,No,Yes,6210.0,2025-04-29,Delivered,0
SL00718,Batticaloa,Kegalle,205,Motorbike,Standard,Stormy,2,3,WH008,Eastern,2500,No,No,Laptop,Electronics,2.5,30,20,Yes,No,Anti-static box with foam,600,Yes,No,5530.0,2025-03-24,Delivered,0
SL00719,Matara,Batticaloa,305,Motorbike,Standard,Foggy,3,3,WH009,Southern,3000,Yes,No,Medicine Pack,Pharmacy,0.5,386,100,Yes,No,Sealed insulated pack,500,No,Yes,7390.0,2025-02-03,Delivered,1
SL00720,Kurunegala,Gampaha,78,Three Wheeler,Express,Foggy,1,2,WH006,North Western,4000,Yes,No,Cotton Clothing Bale,Clothing,8.0,373,100,Yes,No,Poly mailer bag,120,No,No,3190.0,2024-07-23,Delivered,0
SL00721,Negombo,Gampaha,27,Van,Same-Day,Stormy,1,1,WH010,Western,4000,Yes,Yes,Dining Table,Furniture,35.0,272,25,Yes,No,Corner guards and blankets,700,No,No,4270.0,2024-01-19,Delivered,1
SL00722,Jaffna,Nuwara Eliya,403,Van,Express,Rainy,2,2,WH005,Northern,3500,No,No,Air Conditioner,Appliances,45.0,277,10,Yes,No,Wooden crate,1200,No,No,16030.0,2024-04-26,Delivered,1
SL00723,Gampaha,Ampara,244,Motorbike,Express,Stormy,1,1,WH002,Western,6000,Yes,No,Medicine Pack,Pharmacy,0.5,194,25,Yes,No,Sealed insulated pack,500,No,Yes,8990.0,2024-09-30,Failed,0
SL00724,Matara,Kegalle,189,Three Wheeler,Same-Day,Clear,1,1,WH009,Southern,3000,Yes,No,Office Chair,Furniture,12.0,244,40,Yes,No,Corner guards and blankets,700,No,No,9060.0,2024-04-18,Failed,0
SL00725,Matara,Kandy,194,Motorbike,Same-Day,Rainy,1,1,WH009,Southern,3000,Yes,No,Laptop,Electronics,2.5,125,25,Yes,No,Anti-static box with foam,600,Yes,No,9360.0,2025-03-28,Delivered,1
SL00726,Batticaloa,Kilinochchi,305,Motorbike,Same-Day,Rainy,2,2,WH008,Eastern,2500,No,No,Documents Package,Documents,0.5,191,20,Yes,No,Padded envelope,150,No,No,13550.0,2025-03-25,Delivered,1
SL00727,Colombo,Matara,160,Three Wheeler,Economy,Cloudy,4,4,WH001,Western,10000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,107,10,Yes,No,Poly mailer bag,120,No,No,3370.0,2025-02-28,Delivered,1
SL00728,Galle,Anuradhapura,330,Van,Economy,Rainy,5,5,WH004,Southern,4500,Yes,No,Air Conditioner,Appliances,45.0,7,40,Yes,Yes,Wooden crate,1200,No,No,9070.0,2025-06-12,Delivered,1
SL00729,Colombo,Kalutara,42,Van,Express,Clear,1,1,WH001,Western,10000,Yes,Yes,Air Conditioner,Appliances,45.0,284,10,Yes,No,Wooden crate,1200,No,No,5050.0,2025-02-15,Delivered,1
SL00730,Anuradhapura,Kandy,140,Van,Economy,Clear,4,4,WH007,North Central,3000,No,No,Dining Table,Furniture,35.0,348,20,Yes,No,Corner guards and blankets,700,No,No,4160.0,2025-06-16,Delivered,1
SL00731,Anuradhapura,Vavuniya,75,Three Wheeler,Standard,Cloudy,2,2,WH007,North Central,3000,No,No,Books Bundle,Books,10.0,24,25,Yes,Yes,Corrugated box,200,No,No,2560.0,2024-05-30,Delivered,1
SL00732,Batticaloa,Chilaw,272,Motorbike,Express,Foggy,1,2,WH008,Eastern,2500,No,No,Glass Vase Set,Fragile Items,4.0,336,100,Yes,No,Bubble wrap and double box,850,Yes,No,10480.0,2025-02-18,Delivered,0
SL00733,Jaffna,Galle,525,Three Wheeler,Same-Day,Foggy,2,3,WH005,Northern,3500,No,No,Ceramic Dinnerware Set,Fragile Items,6.0,391,100,Yes,No,Bubble wrap and double box,850,Yes,No,22850.0,2025-07-07,Failed,0
SL00734,Galle,Jaffna,525,Three Wheeler,Standard,Foggy,3,3,WH004,Southern,4500,Yes,No,Books Bundle,Books,10.0,345,20,Yes,No,Corrugated box,200,No,No,13040.0,2024-09-21,Delivered,1
SL00735,Jaffna,Kilinochchi,70,Motorbike,Economy,Foggy,4,5,WH005,Northern,3500,No,No,Medicine Pack,Pharmacy,0.5,1,25,Yes,Yes,Sealed insulated pack,500,No,Yes,1970.0,2024-02-18,Delivered,0
SL00736,Batticaloa,Ratnapura,239,Motorbike,Same-Day,Stormy,1,1,WH008,Eastern,2500,No,No,Laptop,Electronics,2.5,140,100,Yes,No,Anti-static box with foam,600,Yes,No,11460.0,2025-06-30,Delivered,1
SL00737,Kurunegala,Ratnapura,117,Motorbike,Standard,Foggy,2,3,WH006,North Western,4000,Yes,No,Medicine Pack,Pharmacy,0.5,385,40,Yes,No,Sealed insulated pack,500,No,Yes,3240.0,2025-06-12,Delivered,0
SL00738,Kurunegala,Kalutara,143,Three Wheeler,Same-Day,Rainy,1,1,WH006,North Western,4000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,230,10,Yes,No,Bubble wrap and double box,850,Yes,No,7050.0,2024-05-13,Delivered,1
SL00739,Galle,Kalutara,78,Three Wheeler,Same-Day,Cloudy,1,1,WH004,Southern,4500,Yes,No,Frozen Food Pack,Groceries,15.0,226,50,Yes,No,Insulated box,400,No,Yes,5040.0,2025-02-08,Delivered,1
SL00740,Negombo,Gampaha,27,Three Wheeler,Economy,Stormy,4,5,WH010,Western,4000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,270,100,Yes,No,Insulated box,400,No,Yes,1610.0,2024-05-10,Delivered,0
SL00741,Batticaloa,Negombo,276,Three Wheeler,Same-Day,Rainy,1,1,WH008,Eastern,2500,No,No,Frozen Food Pack,Groceries,15.0,36,100,Yes,Yes,Insulated box,400,No,Yes,13740.0,2025-01-13,Delivered,1
SL00742,Negombo,Hambantota,242,Motorbike,Same-Day,Clear,1,1,WH010,Western,4000,Yes,Yes,Laptop,Electronics,2.5,168,10,Yes,No,Anti-static box with foam,600,Yes,No,10460.0,2025-01-15,Delivered,1
SL00743,Kurunegala,Ratnapura,117,Three Wheeler,Standard,Stormy,2,3,WH006,North Western,4000,Yes,No,Books Bundle,Books,10.0,0,20,No,Yes,Corrugated box,200,No,No,3420.0,2024-11-08,Delivered,0
SL00744,Galle,Trincomalee,394,Three Wheeler,Economy,Clear,5,5,WH004,Southern,4500,Yes,No,Books Bundle,Books,10.0,6,10,Yes,Yes,Corrugated box,200,No,No,7640.0,2025-08-09,Delivered,1
SL00745,Negombo,Kalutara,92,Three Wheeler,Standard,Stormy,2,3,WH010,Western,4000,Yes,Yes,Books Bundle,Books,10.0,388,50,Yes,No,Corrugated box,200,No,No,2900.0,2025-04-16,Delivered,0
